account_id,customer_id,product_id,agent_id,total_balance,overdue_balance,dpd,aging_bucket,assignment_date,status,target_amount
ACC00286,C0745,P004,A002,49069.26,45749.21,30,1-30,2025-05-20,Active,27525.03
ACC00287,C0832,P003,A010,42604.39,40904.54,72,61-90,2024-09-21,Promise to Pay,21628.49
ACC00288,C0923,P003,A006,34256.89,25518.22,52,31-60,2025-06-16,Promise to Pay,17447.15
ACC00289,C0797,P002,A004,24428.1,9657.36,104,91-120,2025-06-05,Active,7568.05
ACC00290,C0415,P001,A010,13253.29,11154.79,58,31-60,2025-07-22,Active,7474.67
ACC00291,C0902,P002,A008,35020.4,19445.4,133,121+,2025-02-26,Promise to Pay,8781.05
ACC00292,C0340,P003,A002,24318.1,22751.26,20,1-30,2024-03-08,Legal,17192.55
ACC00293,C0059,P004,A007,21004.03,20594.93,95,91-120,2024-12-07,Write-off Candidate,5579.9
ACC00294,C0242,P004,A008,29626.95,13770.19,171,121+,2024-08-28,Active,7798.66
ACC00295,C0169,P003,A003,19153.96,3344.1,79,61-90,2024-03-25,Active,2148.44
ACC00296,C0154,P005,A007,46751.53,38066.52,33,31-60,2024-06-04,Write-off Candidate,7660.98
ACC00297,C0182,P001,A003,18654.97,13377.4,27,1-30,2024-12-31,Promise to Pay,3377.96
ACC00298,C0170,P003,A006,4576.12,620.35,19,1-30,2024-01-01,Legal,195.63
ACC00299,C0175,P004,A008,14925.71,12734.09,19,1-30,2024-03-14,Legal,4720.11
ACC00300,C0067,P004,A010,32351.47,23614.91,96,91-120,2024-04-08,Active,7893.88
ACC00301,C0291,P001,A007,8558.92,4496.81,112,91-120,2025-04-08,Active,2272.35
ACC00302,C0301,P004,A007,39815.75,34337.52,98,91-120,2024-11-30,Active,16371.17
ACC00303,C0721,P002,A001,43819.51,10206.09,19,1-30,2025-04-04,Active,6467.21
ACC00304,C0290,P003,A006,24339.04,11412.39,83,61-90,2025-07-19,Promise to Pay,4354.14
ACC00305,C0727,P002,A008,8248.28,2246.33,72,61-90,2024-03-08,Active,1582.93
ACC00306,C0823,P003,A007,23443.45,22737.74,16,1-30,2024-11-27,Active,15676.96
ACC00307,C0764,P004,A006,43472.63,11544.84,193,121+,2024-06-17,Write-off Candidate,5189.18
ACC00308,C0499,P003,A003,12381.16,7967.64,5,1-30,2024-10-11,Write-off Candidate,5039.3
ACC00309,C0428,P001,A001,17476.67,11419.07,83,61-90,2024-12-11,Active,5591.68
ACC00310,C0845,P005,A004,34177.61,29802.76,11,1-30,2025-06-01,Active,12946.74
ACC00311,C0542,P005,A010,22029.41,21034.46,146,121+,2024-02-10,Active,13282.51
ACC00312,C0561,P003,A009,2703.43,1079.6,179,121+,2025-02-21,Promise to Pay,841.06
ACC00313,C0065,P004,A007,28808.93,26814.79,198,121+,2024-08-16,Active,10194.17
ACC00314,C0668,P001,A004,13080.02,4431.89,79,61-90,2025-06-27,Active,1476.18
ACC00315,C0842,P004,A004,2864.31,482.62,44,31-60,2024-10-07,Promise to Pay,356.99
ACC00316,C0963,P004,A001,39834.17,26928.6,54,31-60,2024-11-09,Legal,16102.99
ACC00317,C0509,P005,A004,14734.08,3009.94,48,31-60,2024-08-28,Write-off Candidate,1304.56
ACC00318,C0744,P003,A003,1203.46,585.54,37,31-60,2024-12-02,Promise to Pay,449.66
ACC00319,C0022,P001,A003,8866.62,3219.34,154,121+,2024-09-20,Active,2393.81
ACC00320,C0209,P002,A006,14794.54,14766.38,30,1-30,2025-07-15,Promise to Pay,3628.62
ACC00321,C0160,P001,A001,39043.91,31820.16,129,121+,2024-10-03,Write-off Candidate,8528.52
ACC00322,C0463,P003,A002,39087.11,20277.12,57,31-60,2024-05-05,Active,11529.97
ACC00323,C0805,P001,A006,9231.73,7624.87,102,91-120,2025-07-12,Write-off Candidate,4843.23
ACC00324,C0933,P005,A002,7717.74,1885.49,141,121+,2025-07-01,Active,1498.34
ACC00325,C0776,P003,A001,39736.93,19437.77,43,31-60,2025-06-08,Legal,8581.3
ACC00326,C0172,P002,A010,29524.55,21482.63,85,61-90,2024-08-20,Legal,16332.77
ACC00327,C0800,P004,A009,16449.59,7105.96,103,91-120,2024-02-12,Active,2223.09
ACC00328,C0585,P003,A001,32611.48,15457.2,168,121+,2024-01-08,Write-off Candidate,11085.97
ACC00329,C0088,P002,A002,38423.19,24344.82,78,61-90,2025-04-29,Active,19419.41
ACC00330,C0744,P003,A002,39414.24,26575.93,62,61-90,2024-09-08,Active,18425.06
ACC00331,C0301,P001,A002,33408.77,33360.75,10,1-30,2024-09-21,Legal,26674.2
ACC00332,C0288,P003,A007,18507.37,10150.52,188,121+,2024-11-03,Active,2189.35
ACC00333,C0292,P003,A003,7302.52,4180.39,88,61-90,2024-04-12,Active,1074.75
ACC00334,C0271,P003,A006,29032.36,18116.35,96,91-120,2024-03-21,Active,6628.93
ACC00335,C0862,P005,A009,40673.07,24161.55,131,121+,2025-08-14,Legal,12748.57
ACC00336,C0929,P005,A005,37738.95,5157.54,13,1-30,2025-03-06,Active,2062.81
ACC00337,C0759,P001,A003,698.47,630.2,19,1-30,2024-02-13,Active,262.59
ACC00338,C0555,P001,A005,44803.71,14463.45,18,1-30,2024-12-08,Active,8520.29
ACC00339,C0583,P001,A001,35553.99,8974.99,54,31-60,2025-06-05,Active,3991.59
ACC00340,C0698,P005,A005,38924.98,10462.84,84,61-90,2025-07-14,Active,4790.24
ACC00341,C0628,P004,A004,17541.26,8140.35,100,91-120,2025-02-25,Write-off Candidate,3033.08
ACC00342,C0256,P005,A002,32592.71,17857.86,69,61-90,2024-04-27,Active,5619.85
ACC00343,C0260,P002,A010,29220.1,28356.85,21,1-30,2024-09-11,Active,6355.44
ACC00344,C0256,P001,A002,48278.38,16844.05,65,61-90,2024-04-25,Promise to Pay,9956.72
ACC00345,C0735,P001,A001,10713.51,2463.52,41,31-60,2024-05-06,Legal,973.26
ACC00346,C0421,P004,A009,33324.43,29058.26,75,61-90,2024-05-29,Active,11969.3
ACC00347,C0891,P002,A008,22153.82,7242.09,39,31-60,2025-03-19,Active,1715.24
ACC00348,C0911,P001,A008,20963.52,18724.11,37,31-60,2024-05-24,Active,5734.0
ACC00349,C0788,P001,A008,3732.1,1899.59,107,91-120,2024-11-06,Promise to Pay,892.06
ACC00350,C0705,P003,A008,8442.69,2520.22,155,121+,2024-05-16,Active,858.52
ACC00351,C0498,P004,A004,25730.04,24201.13,191,121+,2024-04-22,Active,10224.99
ACC00352,C0261,P001,A005,40073.34,30927.11,107,91-120,2024-01-21,Active,23946.63
ACC00353,C0110,P002,A005,38007.98,26666.48,8,1-30,2025-07-23,Legal,14523.85
ACC00354,C0947,P005,A003,666.86,642.03,77,61-90,2024-12-01,Legal,424.9
ACC00355,C0430,P005,A006,9774.91,7422.65,7,1-30,2025-03-11,Active,5067.86
ACC00356,C0601,P002,A007,28478.18,11994.97,80,61-90,2025-01-24,Active,3811.54
ACC00357,C0251,P003,A001,23833.5,7556.42,102,91-120,2024-12-07,Active,3464.57
ACC00358,C0576,P001,A002,7281.29,3419.74,29,1-30,2024-02-14,Active,1530.05
ACC00359,C0757,P001,A002,22343.42,4963.57,78,61-90,2024-08-07,Active,1281.17
ACC00360,C0263,P001,A010,32329.45,29123.06,39,31-60,2024-08-02,Active,21962.87
ACC00361,C0627,P001,A002,30117.01,23243.58,116,91-120,2024-09-03,Active,14257.57
ACC00362,C0555,P002,A001,40944.74,12067.34,183,121+,2025-02-25,Legal,3138.19
ACC00363,C0516,P005,A004,504.6,366.71,156,121+,2024-12-31,Legal,195.74
ACC00364,C0169,P001,A002,1557.39,541.55,194,121+,2024-06-25,Legal,184.41
ACC00365,C0047,P002,A004,7065.09,3636.89,97,91-120,2025-04-05,Active,1020.91
ACC00366,C0121,P002,A006,38174.08,32496.52,89,61-90,2025-03-18,Active,7732.9
ACC00367,C0923,P002,A008,19039.51,11037.71,36,31-60,2025-03-06,Active,7269.99
ACC00368,C0217,P001,A003,11848.23,9849.9,44,31-60,2024-09-29,Promise to Pay,6188.04
ACC00369,C0906,P005,A010,29488.21,11708.13,120,91-120,2025-04-08,Active,9346.96
ACC00370,C0546,P005,A004,9020.68,7694.83,175,121+,2025-03-31,Active,2740.42
ACC00371,C0220,P001,A004,38741.62,20082.94,43,31-60,2024-04-03,Legal,5406.5
ACC00372,C0712,P002,A001,26910.37,23451.26,23,1-30,2025-07-27,Active,17485.25
ACC00373,C0595,P002,A001,43852.05,35916.96,48,31-60,2024-09-03,Write-off Candidate,18139.85
ACC00374,C0622,P005,A002,4636.61,2654.78,18,1-30,2024-04-05,Active,1059.91
ACC00375,C0140,P002,A001,41976.12,9475.74,58,31-60,2024-08-13,Promise to Pay,2403.33
ACC00376,C0152,P005,A008,31875.8,5487.14,24,1-30,2024-11-25,Active,3340.59
ACC00377,C0868,P003,A001,39112.35,31202.81,1,1-30,2024-01-25,Legal,19778.03
ACC00378,C0086,P003,A003,32033.44,5540.4,116,91-120,2024-07-13,Active,3785.33
ACC00379,C0450,P005,A006,37549.35,24196.19,21,1-30,2024-06-02,Write-off Candidate,9381.02
ACC00380,C0689,P001,A009,14960.83,3640.67,85,61-90,2025-07-12,Legal,2039.54
ACC00381,C0591,P005,A008,45557.55,7696.65,17,1-30,2024-06-28,Legal,2873.82
ACC00382,C0637,P001,A006,25603.61,13328.77,32,31-60,2024-02-15,Promise to Pay,2688.11
ACC00383,C0268,P002,A007,4890.08,3674.94,41,31-60,2024-10-08,Promise to Pay,1628.4
ACC00384,C0577,P001,A004,13835.76,4220.74,56,31-60,2024-11-25,Active,968.23
ACC00385,C0318,P002,A010,27850.89,3772.08,32,31-60,2025-04-26,Active,1224.98
ACC00386,C0421,P005,A010,18076.32,18055.84,80,61-90,2025-06-22,Active,4310.09
ACC00387,C0275,P001,A002,41827.46,8860.65,99,91-120,2025-07-23,Write-off Candidate,5698.32
ACC00388,C0268,P003,A003,25173.14,23607.62,46,31-60,2025-06-12,Active,14894.26
ACC00389,C0193,P005,A002,8165.62,1298.15,38,31-60,2025-02-13,Promise to Pay,489.52
ACC00390,C0175,P005,A010,36662.31,17116.79,82,61-90,2024-06-11,Active,12455.33
ACC00391,C0775,P002,A006,26651.89,7795.33,88,61-90,2024-11-13,Write-off Candidate,2737.02
ACC00392,C0474,P001,A007,19799.1,8299.95,21,1-30,2025-01-17,Legal,5974.01
ACC00393,C0044,P002,A007,33949.67,13781.45,114,91-120,2024-07-10,Active,10687.94
ACC00394,C0934,P001,A002,20853.99,7336.62,40,31-60,2024-10-24,Promise to Pay,5693.09
ACC00395,C0544,P005,A001,5893.78,1870.09,114,91-120,2025-05-27,Promise to Pay,1305.79
ACC00396,C0283,P003,A003,35010.93,24728.57,57,31-60,2024-12-14,Active,15136.27
ACC00397,C0059,P003,A004,10842.39,8549.68,7,1-30,2024-12-29,Active,4409.31
ACC00398,C0602,P003,A002,40431.9,33370.6,38,31-60,2024-04-02,Active,18684.64
ACC00399,C0539,P004,A002,48791.72,15466.33,50,31-60,2024-04-03,Promise to Pay,4930.57
ACC00400,C0222,P002,A007,2440.95,1137.44,68,61-90,2024-02-05,Promise to Pay,880.07
ACC00401,C0941,P005,A009,49575.39,9209.97,41,31-60,2025-05-27,Legal,6146.26
ACC00402,C0738,P005,A001,10830.83,1342.07,6,1-30,2024-01-31,Promise to Pay,537.84
ACC00403,C0425,P001,A009,26431.55,2955.26,20,1-30,2025-01-21,Active,1720.26
ACC00404,C0510,P003,A005,6425.2,4833.68,110,91-120,2025-03-01,Write-off Candidate,3525.54
ACC00405,C0697,P002,A007,17616.73,15807.41,56,31-60,2024-03-19,Active,3834.05
ACC00406,C0127,P005,A010,14966.05,4612.75,18,1-30,2025-06-26,Active,3242.02
ACC00407,C0601,P002,A007,36286.23,34379.03,27,1-30,2025-06-01,Active,11829.32
ACC00408,C0282,P003,A006,13129.79,1744.09,33,31-60,2024-10-28,Active,909.83
ACC00409,C0964,P001,A006,39705.59,12462.94,85,61-90,2025-02-08,Active,9718.26
ACC00410,C0762,P001,A009,37443.97,18117.8,64,61-90,2024-01-19,Write-off Candidate,13883.83
ACC00411,C0896,P001,A009,19834.19,17773.13,102,91-120,2024-03-31,Legal,11688.35
ACC00412,C0396,P002,A008,11036.25,10567.3,24,1-30,2024-08-11,Active,4272.57
ACC00413,C0054,P004,A009,28816.05,15469.82,74,61-90,2025-05-11,Active,8304.55
ACC00414,C0925,P002,A010,41653.88,15052.08,17,1-30,2024-02-11,Active,5755.97
ACC00415,C0568,P001,A009,17459.16,5476.64,145,121+,2025-07-17,Promise to Pay,2832.33
ACC00416,C0418,P001,A004,30918.17,6546.1,12,1-30,2024-04-14,Promise to Pay,3082.69
ACC00417,C0711,P001,A010,18728.02,11386.93,107,91-120,2024-03-07,Legal,4229.77
ACC00418,C0187,P001,A008,40462.58,18716.76,195,121+,2025-08-09,Promise to Pay,10772.95
ACC00419,C0786,P005,A010,39135.68,14353.81,118,91-120,2025-07-19,Promise to Pay,9411.75
ACC00420,C0764,P004,A002,7686.46,6188.97,100,91-120,2025-08-16,Active,4772.69
ACC00421,C0255,P002,A006,1553.03,854.78,70,61-90,2024-11-13,Promise to Pay,577.3
ACC00422,C0878,P002,A003,9655.25,7746.42,94,91-120,2024-08-16,Active,2205.99
ACC00423,C0993,P004,A007,20687.05,15095.54,62,61-90,2025-07-25,Active,6623.87
ACC00424,C0121,P004,A007,32275.83,8279.5,124,121+,2024-08-09,Active,6340.6
ACC00425,C0742,P002,A009,33672.25,21622.98,71,61-90,2025-01-05,Promise to Pay,15981.83
ACC00426,C0533,P002,A009,41029.26,14615.91,117,91-120,2024-01-04,Legal,11342.13
ACC00427,C0909,P001,A003,30695.35,12499.32,193,121+,2025-07-16,Legal,8380.11
ACC00428,C0416,P005,A006,21990.21,7464.24,35,31-60,2025-07-17,Active,3187.06
ACC00429,C0417,P001,A004,40532.74,7637.48,16,1-30,2024-05-29,Legal,5226.63
ACC00430,C0322,P005,A006,12970.56,3538.85,136,121+,2024-09-30,Active,1024.04
ACC00431,C0602,P003,A009,2507.82,317.26,29,1-30,2024-06-17,Active,106.04
ACC00432,C0007,P005,A007,44319.07,6929.04,90,61-90,2024-02-26,Active,5458.63
ACC00433,C0397,P005,A004,10069.98,6552.54,22,1-30,2024-01-27,Active,1570.86
ACC00434,C0541,P001,A010,15005.21,9691.57,63,61-90,2024-11-25,Active,4309.6
ACC00435,C0182,P005,A004,32282.62,21444.7,105,91-120,2024-02-21,Promise to Pay,7126.21
ACC00436,C0287,P003,A001,22413.4,7919.79,105,91-120,2024-06-15,Active,6064.65
ACC00437,C0907,P002,A007,33733.97,21477.77,104,91-120,2024-12-18,Active,14587.71
ACC00438,C0764,P004,A008,49108.13,29900.92,127,121+,2024-03-09,Legal,10708.34
ACC00439,C0407,P005,A009,10322.74,5248.9,7,1-30,2024-04-01,Write-off Candidate,4054.86
ACC00440,C0322,P003,A003,48070.2,9510.3,30,1-30,2025-07-11,Write-off Candidate,4551.18
ACC00441,C0210,P002,A002,522.99,105.31,6,1-30,2025-03-08,Active,53.5
ACC00442,C0686,P003,A003,28885.06,11856.41,48,31-60,2024-05-04,Active,5554.65
ACC00443,C0913,P005,A005,2934.62,2832.24,49,31-60,2025-08-15,Active,805.8
ACC00444,C0406,P003,A009,5178.55,1801.37,27,1-30,2024-02-24,Active,581.72
ACC00445,C0257,P001,A007,46420.36,42453.21,34,31-60,2025-05-26,Promise to Pay,12828.97
ACC00446,C0192,P001,A001,5067.29,2748.59,111,91-120,2025-07-03,Legal,718.49
ACC00447,C0199,P003,A009,8995.17,5320.76,174,121+,2025-05-18,Legal,3256.66
ACC00448,C0449,P002,A007,43799.3,25641.16,98,91-120,2024-04-27,Legal,7854.66
ACC00449,C0698,P003,A007,28835.06,14552.45,8,1-30,2024-01-24,Active,9047.14
ACC00450,C0558,P004,A007,22951.9,16757.19,64,61-90,2025-02-16,Legal,8343.05
ACC00451,C0922,P004,A009,43075.0,4906.92,95,91-120,2024-01-03,Active,1404.25
ACC00452,C0675,P002,A003,16730.58,4070.47,12,1-30,2025-02-06,Promise to Pay,2424.91
ACC00453,C0016,P003,A009,34494.0,16020.44,134,121+,2024-06-02,Promise to Pay,8229.74
ACC00454,C0789,P002,A002,16705.93,7653.61,138,121+,2025-04-12,Legal,5915.74
ACC00455,C0571,P005,A009,12143.35,8027.89,99,91-120,2025-07-08,Active,4239.01
ACC00456,C0017,P002,A003,42618.19,34884.97,92,91-120,2024-08-23,Promise to Pay,18327.5
ACC00457,C0999,P005,A005,32594.35,12005.27,40,31-60,2024-12-11,Legal,6793.04
ACC00458,C0567,P001,A002,31490.26,17533.19,15,1-30,2024-02-06,Promise to Pay,8150.19
ACC00459,C0366,P002,A004,22655.17,12003.64,103,91-120,2025-07-06,Legal,7130.59
ACC00460,C0027,P005,A008,4360.6,2845.82,25,1-30,2025-04-17,Active,1477.89
ACC00461,C0394,P005,A003,45808.25,25433.88,109,91-120,2024-06-06,Legal,7062.8
ACC00462,C0529,P005,A004,2389.91,1622.69,54,31-60,2024-11-21,Promise to Pay,325.18
ACC00463,C0659,P002,A004,13831.7,1755.35,53,31-60,2025-01-04,Legal,761.98
ACC00464,C0746,P005,A006,2396.63,1691.33,79,61-90,2024-06-20,Active,888.05
ACC00465,C0798,P003,A006,46744.43,21215.24,6,1-30,2025-02-07,Active,8736.69
ACC00466,C0835,P005,A005,31880.48,7006.95,8,1-30,2025-06-29,Promise to Pay,4961.24
ACC00467,C0809,P004,A004,27536.01,25095.39,97,91-120,2025-08-09,Write-off Candidate,10141.34
ACC00468,C0169,P003,A002,16730.09,9699.04,90,61-90,2024-12-11,Promise to Pay,7364.45
ACC00469,C0183,P003,A007,9006.93,8569.72,19,1-30,2024-08-14,Legal,2856.82
ACC00470,C0543,P005,A006,49575.75,27466.61,28,1-30,2025-07-27,Promise to Pay,11578.24
ACC00471,C0027,P004,A009,47504.07,28636.23,13,1-30,2024-01-17,Promise to Pay,18716.43
ACC00472,C0792,P003,A005,15677.66,10360.77,7,1-30,2025-06-08,Legal,2535.34
ACC00473,C0853,P001,A008,2821.05,1606.27,66,61-90,2024-12-07,Promise to Pay,580.63
ACC00474,C0039,P001,A006,4866.26,1772.71,10,1-30,2024-04-20,Active,703.16
ACC00475,C0110,P002,A003,11116.15,5308.35,59,31-60,2025-06-21,Active,3605.87
ACC00476,C0459,P003,A001,13654.84,11769.72,20,1-30,2024-04-21,Active,7789.86
ACC00477,C0090,P001,A006,30978.08,29527.61,13,1-30,2024-05-04,Promise to Pay,15184.06
ACC00478,C0575,P001,A010,38009.36,4031.04,65,61-90,2025-01-04,Active,2849.22
ACC00479,C0540,P005,A006,7274.06,2893.65,59,31-60,2025-03-14,Active,2237.74
ACC00480,C0885,P005,A009,22764.09,11336.09,55,31-60,2024-11-01,Legal,3207.34
ACC00481,C0724,P003,A009,44711.96,15723.07,54,31-60,2024-12-13,Promise to Pay,7125.36
ACC00482,C0373,P003,A010,6880.39,6620.34,17,1-30,2024-05-01,Write-off Candidate,4551.16
ACC00483,C0439,P003,A001,809.75,109.69,28,1-30,2024-06-08,Legal,46.45
ACC00484,C0236,P005,A004,6990.83,6219.28,8,1-30,2024-04-28,Legal,4484.67
ACC00485,C0071,P002,A001,2172.57,616.32,46,31-60,2025-03-11,Promise to Pay,190.62
ACC00486,C0103,P003,A005,26477.2,11776.02,17,1-30,2025-08-23,Promise to Pay,7419.39
ACC00487,C0148,P004,A004,32047.43,15926.21,59,31-60,2024-10-26,Promise to Pay,4615.78
ACC00488,C0007,P002,A006,35332.37,32764.31,114,91-120,2024-10-21,Active,25399.38
ACC00489,C0539,P002,A003,40909.62,31228.01,86,61-90,2024-07-13,Legal,8611.97
ACC00490,C0622,P002,A001,5083.9,2234.07,80,61-90,2024-01-09,Legal,1143.3
ACC00491,C0426,P003,A008,27860.93,11437.09,23,1-30,2025-06-29,Active,5524.07
ACC00492,C0532,P001,A008,45042.66,23965.92,6,1-30,2024-11-24,Active,18788.74
ACC00493,C0576,P003,A008,43205.52,40955.55,5,1-30,2024-11-29,Active,10408.46
ACC00494,C0837,P004,A007,12433.9,2387.62,108,91-120,2024-02-24,Promise to Pay,737.75
ACC00495,C0451,P001,A008,34530.4,9616.34,15,1-30,2024-08-10,Write-off Candidate,5704.77
ACC00496,C0990,P002,A001,8181.99,7852.04,36,31-60,2024-08-07,Promise to Pay,5723.63
ACC00497,C0979,P001,A007,42766.44,7177.35,112,91-120,2024-11-06,Active,3806.83
ACC00498,C0243,P002,A006,48225.5,39082.74,83,61-90,2025-07-07,Active,20853.24
ACC00499,C0316,P003,A007,32408.02,24740.39,24,1-30,2025-05-19,Active,16945.81
ACC00500,C0297,P002,A001,43338.94,26863.56,69,61-90,2025-05-25,Promise to Pay,17058.84
ACC00501,C0185,P004,A010,29322.16,3003.15,118,91-120,2025-08-07,Active,726.55
ACC00502,C0057,P003,A004,23691.3,13605.92,80,61-90,2025-05-24,Promise to Pay,4470.12
ACC00503,C0725,P003,A003,47317.31,26831.3,78,61-90,2024-05-13,Active,18443.63
ACC00504,C0771,P001,A003,36595.55,27574.69,103,91-120,2024-02-25,Promise to Pay,8381.6
ACC00505,C0905,P001,A005,30525.71,28869.82,106,91-120,2025-04-21,Promise to Pay,14537.38
ACC00506,C0583,P004,A006,37129.07,27269.73,83,61-90,2025-01-16,Promise to Pay,11301.08
ACC00507,C0243,P005,A007,10498.76,3677.9,126,121+,2024-11-05,Active,1591.47
ACC00508,C0084,P005,A010,3787.22,3225.45,45,31-60,2024-06-15,Write-off Candidate,2332.66
ACC00509,C0585,P001,A001,29070.83,23294.41,111,91-120,2025-08-23,Promise to Pay,13939.49
ACC00510,C0095,P003,A004,43458.92,24347.55,51,31-60,2024-02-28,Promise to Pay,7737.64
ACC00511,C0006,P005,A007,10915.65,6922.01,131,121+,2024-04-05,Promise to Pay,1862.73
ACC00512,C0408,P001,A003,10758.66,2219.2,64,61-90,2025-04-16,Active,1446.02
ACC00513,C0143,P001,A002,33835.17,6913.9,84,61-90,2025-01-26,Active,1920.0
ACC00514,C0186,P001,A002,22601.3,16966.78,62,61-90,2025-06-25,Legal,12885.28
ACC00515,C0203,P005,A004,10026.01,4434.06,19,1-30,2024-08-01,Promise to Pay,2643.6
ACC00516,C0467,P003,A009,39357.55,10174.85,25,1-30,2024-04-02,Active,6856.85
ACC00517,C0700,P004,A009,43062.27,26646.36,11,1-30,2024-11-30,Write-off Candidate,7729.49
ACC00518,C0294,P004,A003,29774.36,21752.05,27,1-30,2025-01-10,Write-off Candidate,8918.02
ACC00519,C0390,P001,A001,35925.83,21986.0,97,91-120,2024-12-19,Active,13559.57
ACC00520,C0509,P001,A002,6373.19,2217.33,15,1-30,2025-03-10,Write-off Candidate,1174.78
ACC00521,C0553,P003,A007,6951.51,5990.17,60,31-60,2024-09-22,Write-off Candidate,4389.96
ACC00522,C0798,P002,A001,46544.17,22351.15,16,1-30,2025-01-05,Promise to Pay,10898.11
ACC00523,C0571,P004,A005,31161.53,15543.47,20,1-30,2024-03-28,Active,11147.44
ACC00524,C0023,P004,A004,14429.24,9885.25,28,1-30,2024-04-19,Active,3525.45
ACC00525,C0885,P002,A001,43389.49,5603.52,23,1-30,2024-03-01,Active,3192.23
ACC00526,C0930,P004,A008,32172.01,13888.96,85,61-90,2024-11-11,Promise to Pay,5868.54
ACC00527,C0605,P003,A006,9037.88,2905.57,27,1-30,2025-05-06,Legal,819.71
ACC00528,C0830,P003,A008,2684.12,411.9,34,31-60,2024-05-01,Legal,209.46
ACC00529,C0040,P002,A001,39730.23,23776.91,114,91-120,2024-04-12,Active,8695.26
ACC00530,C0966,P001,A008,2609.86,291.82,17,1-30,2024-04-09,Legal,175.71
ACC00531,C0459,P001,A003,36129.73,35290.84,88,61-90,2024-03-03,Active,11197.48
ACC00532,C0044,P004,A008,23366.34,7156.41,2,1-30,2024-03-22,Write-off Candidate,4922.17
ACC00533,C0295,P003,A009,15361.71,12610.8,183,121+,2024-06-28,Active,4009.38
ACC00534,C0018,P005,A007,43040.52,30504.09,18,1-30,2025-04-02,Active,13961.45
ACC00535,C0260,P004,A001,770.6,215.05,18,1-30,2024-07-24,Promise to Pay,63.21
ACC00536,C0830,P004,A005,19984.39,16804.35,119,91-120,2024-03-21,Active,4006.91
ACC00537,C0247,P002,A008,49001.23,22672.18,2,1-30,2025-03-11,Active,17662.73
ACC00538,C0642,P005,A001,6265.74,3146.89,116,91-120,2025-05-12,Promise to Pay,864.12
ACC00539,C0259,P001,A001,29485.45,17381.38,69,61-90,2025-07-19,Active,10931.87
ACC00540,C0776,P003,A010,33551.63,24726.08,8,1-30,2024-11-20,Legal,5572.72
ACC00541,C0626,P005,A009,15232.63,12903.83,19,1-30,2025-05-23,Write-off Candidate,5638.98
ACC00542,C0621,P005,A008,3723.37,1924.7,81,61-90,2025-03-25,Promise to Pay,1324.58
ACC00543,C0392,P005,A009,20838.92,9248.39,64,61-90,2024-04-11,Active,4540.71
ACC00544,C0976,P001,A008,12787.97,10841.96,39,31-60,2024-11-26,Active,3540.56
ACC00545,C0706,P005,A010,28638.9,5800.65,79,61-90,2025-04-01,Legal,1393.3
ACC00546,C0843,P003,A003,49408.23,34303.64,118,91-120,2024-01-27,Active,7910.02
ACC00547,C0472,P005,A003,3218.66,780.6,14,1-30,2024-01-29,Promise to Pay,465.44
ACC00548,C0266,P001,A009,12142.93,8693.26,131,121+,2025-08-08,Promise to Pay,4369.88
ACC00549,C0799,P005,A008,4633.29,2316.7,135,121+,2024-01-23,Promise to Pay,1210.48
ACC00550,C0641,P005,A005,2011.52,1686.28,186,121+,2024-03-13,Write-off Candidate,1276.25
ACC00551,C0916,P003,A005,38012.72,19240.6,36,31-60,2024-12-30,Promise to Pay,12361.46
ACC00552,C0239,P005,A008,22164.56,2446.54,168,121+,2024-06-25,Active,527.02
ACC00553,C0554,P001,A007,33495.91,28335.18,46,31-60,2024-07-03,Legal,12131.71
ACC00554,C0088,P003,A010,32573.62,5720.88,55,31-60,2024-06-10,Promise to Pay,2859.36
ACC00555,C0837,P005,A005,33685.41,20336.56,110,91-120,2025-05-31,Active,12928.42
ACC00556,C0402,P005,A008,13723.16,8645.01,62,61-90,2024-08-22,Promise to Pay,3070.63
ACC00557,C0810,P001,A010,21643.91,11794.2,42,31-60,2025-07-19,Promise to Pay,3611.59
ACC00558,C0291,P005,A009,19180.65,3765.32,24,1-30,2025-04-16,Promise to Pay,2693.69
ACC00559,C0675,P004,A003,44295.99,41354.93,2,1-30,2024-10-16,Legal,17608.46
ACC00560,C0560,P002,A005,1768.24,897.83,175,121+,2024-11-15,Active,418.72
ACC00561,C0157,P005,A006,8410.46,7906.47,5,1-30,2025-08-16,Legal,5497.46
ACC00562,C0417,P003,A009,25375.38,15643.5,31,31-60,2024-08-15,Active,6884.37
ACC00563,C0714,P005,A004,22077.46,21779.66,89,61-90,2025-02-08,Active,17300.83
ACC00564,C0771,P005,A008,21533.26,14231.66,63,61-90,2024-03-05,Active,3476.96
ACC00565,C0850,P001,A010,12790.12,8889.94,114,91-120,2024-06-16,Write-off Candidate,6435.25
ACC00566,C0732,P004,A002,36125.87,32693.85,16,1-30,2024-12-15,Active,11415.88
ACC00567,C0941,P003,A006,20330.11,16300.34,64,61-90,2024-01-23,Write-off Candidate,6784.03
ACC00568,C0980,P003,A005,6666.18,1250.74,39,31-60,2024-11-21,Promise to Pay,905.32
ACC00569,C0714,P003,A005,21111.35,18168.75,19,1-30,2025-04-26,Legal,8912.57
ACC00570,C0934,P001,A009,29930.09,18434.28,9,1-30,2025-07-13,Promise to Pay,9733.72
ACC00571,C0980,P001,A007,7700.28,2651.58,48,31-60,2025-03-29,Active,1352.79
