promise_id,account_id,agent_id,promise_date,promise_amount,due_date,promise_status
PROM000357,ACC00119,A001,2025-06-16,3700.88,2024-09-08,Fulfilled
PROM000358,ACC00119,A001,2024-05-05,2152.71,2025-07-17,Pending
PROM000359,ACC00528,A005,2025-07-06,3293.42,2025-05-06,Fulfilled
PROM000360,ACC00155,A001,2024-01-27,1348.24,2024-12-12,Broken
PROM000361,ACC00155,A009,2024-01-11,3569.64,2024-04-21,Fulfilled
PROM000362,ACC00155,A005,2025-03-06,1089.19,2025-05-13,Broken
PROM000363,ACC00014,A009,2025-08-25,3823.64,2024-08-05,Fulfilled
PROM000364,ACC00249,A006,2025-01-28,1044.72,2025-10-11,Fulfilled
PROM000365,ACC00554,A010,2024-11-03,1692.85,2025-03-30,Fulfilled
PROM000366,ACC00004,A003,2025-05-06,709.25,2025-08-14,Pending
PROM000367,ACC00673,A010,2025-03-16,3706.99,2024-06-23,Broken
PROM000368,ACC00673,A008,2024-12-19,1231.66,2024-01-01,Fulfilled
PROM000369,ACC00338,A006,2025-05-25,296.09,2024-09-07,Fulfilled
PROM000370,ACC00518,A006,2024-04-28,3642.31,2025-09-06,Fulfilled
PROM000371,ACC00518,A007,2024-01-04,203.04,2024-09-15,Broken
PROM000372,ACC00518,A003,2025-05-04,2421.17,2025-10-18,Broken
PROM000373,ACC00423,A007,2025-08-24,1572.83,2025-05-13,Broken
PROM000374,ACC00143,A009,2024-11-20,463.22,2025-08-17,Fulfilled
PROM000375,ACC00679,A006,2025-05-11,899.44,2024-08-25,Fulfilled
PROM000376,ACC00679,A006,2025-03-27,2143.49,2025-10-23,Broken
PROM000377,ACC00693,A006,2025-06-02,3622.32,2025-09-01,Broken
PROM000378,ACC00693,A002,2025-01-05,3219.18,2025-04-08,Fulfilled
PROM000379,ACC00205,A010,2024-09-16,3737.55,2024-09-25,Fulfilled
PROM000380,ACC00205,A010,2024-03-07,1348.52,2025-03-21,Fulfilled
PROM000381,ACC00066,A005,2024-09-13,1024.31,2025-05-03,Broken
PROM000382,ACC00106,A005,2024-03-22,2109.33,2024-05-25,Fulfilled
PROM000383,ACC00106,A002,2025-03-31,3163.25,2025-01-13,Fulfilled
PROM000384,ACC00097,A009,2024-03-24,1929.39,2025-07-15,Broken
PROM000385,ACC00097,A009,2025-01-17,3408.54,2025-05-19,Broken
PROM000386,ACC00097,A010,2024-08-14,257.91,2024-05-09,Broken
PROM000387,ACC00168,A006,2024-03-02,1217.95,2024-11-27,Broken
PROM000388,ACC00168,A006,2024-04-26,2247.06,2025-03-24,Fulfilled
PROM000389,ACC00617,A004,2024-11-26,1181.27,2025-08-03,Fulfilled
PROM000390,ACC00637,A008,2024-10-24,502.28,2025-02-22,Fulfilled
PROM000391,ACC00637,A004,2024-05-17,3757.17,2024-07-11,Broken
PROM000392,ACC00637,A004,2024-02-26,1550.25,2025-02-20,Fulfilled
PROM000393,ACC00614,A006,2025-01-12,3737.54,2025-09-19,Pending
PROM000394,ACC00614,A007,2025-08-22,3990.38,2025-07-08,Fulfilled
PROM000395,ACC00497,A001,2024-07-09,2148.85,2024-05-02,Broken
PROM000396,ACC00031,A009,2025-10-06,2641.4,2024-11-29,Broken
PROM000397,ACC00215,A007,2025-05-02,1065.45,2024-07-13,Broken
PROM000398,ACC00591,A009,2025-04-25,2926.47,2025-04-11,Fulfilled
PROM000399,ACC00435,A008,2025-01-29,2663.65,2025-02-25,Fulfilled
PROM000400,ACC00435,A006,2025-05-25,3906.72,2025-05-30,Pending
PROM000401,ACC00762,A006,2024-02-26,2680.86,2025-10-20,Fulfilled
PROM000402,ACC00762,A003,2025-03-30,3786.1,2024-05-23,Broken
PROM000403,ACC00403,A008,2024-01-28,2487.4,2024-03-24,Fulfilled
PROM000404,ACC00403,A003,2024-07-05,1849.69,2024-05-31,Fulfilled
PROM000405,ACC00565,A006,2024-10-23,2522.49,2025-01-30,Fulfilled
PROM000406,ACC00402,A002,2024-12-25,1889.37,2025-03-11,Broken
PROM000407,ACC00402,A008,2024-11-23,741.9,2024-07-27,Broken
PROM000408,ACC00570,A010,2024-11-19,3167.44,2025-07-20,Fulfilled
PROM000409,ACC00570,A009,2025-07-20,2717.9,2025-04-16,Broken
PROM000410,ACC00492,A004,2025-05-21,2793.66,2024-12-03,Broken
PROM000411,ACC00180,A006,2025-01-08,2512.49,2024-07-19,Broken
PROM000412,ACC00180,A004,2025-05-03,3494.67,2024-05-25,Fulfilled
PROM000413,ACC00660,A001,2024-02-04,1461.88,2025-04-09,Broken
PROM000414,ACC00660,A007,2024-07-13,1848.89,2024-02-16,Fulfilled
PROM000415,ACC00660,A006,2024-03-07,1613.69,2024-05-11,Broken
PROM000416,ACC00076,A003,2025-04-05,1985.67,2024-01-29,Pending
PROM000417,ACC00253,A009,2024-12-07,3106.54,2024-08-17,Fulfilled
PROM000418,ACC00253,A010,2024-04-24,765.53,2024-10-22,Pending
PROM000419,ACC00253,A008,2024-03-27,1041.2,2024-08-16,Broken
PROM000420,ACC00163,A009,2025-03-12,1550.72,2024-07-15,Broken
PROM000421,ACC00163,A005,2024-08-08,2765.53,2024-02-04,Fulfilled
PROM000422,ACC00782,A007,2025-03-11,1827.88,2025-06-12,Pending
PROM000423,ACC00335,A007,2025-02-08,279.12,2025-03-11,Fulfilled
PROM000424,ACC00287,A006,2025-05-07,2300.08,2025-01-15,Pending
PROM000425,ACC00345,A001,2024-09-06,1341.96,2024-11-30,Fulfilled
PROM000426,ACC00625,A003,2025-03-28,1479.79,2025-05-07,Pending
PROM000427,ACC00625,A006,2024-01-13,2784.94,2024-10-27,Fulfilled
PROM000428,ACC00603,A009,2025-06-29,2237.68,2025-10-28,Broken
PROM000429,ACC00603,A006,2024-01-27,3243.1,2025-10-05,Broken
PROM000430,ACC00206,A009,2024-06-03,1238.65,2024-08-04,Fulfilled
PROM000431,ACC00504,A009,2025-04-28,182.99,2025-10-06,Fulfilled
PROM000432,ACC00051,A002,2024-04-26,1542.41,2024-01-17,Broken
PROM000433,ACC00604,A007,2024-11-06,1578.0,2025-08-16,Fulfilled
PROM000434,ACC00604,A002,2025-06-19,435.36,2024-05-01,Fulfilled
PROM000435,ACC00285,A002,2025-10-06,1000.74,2025-01-26,Pending
PROM000436,ACC00285,A008,2024-10-18,2687.9,2024-01-18,Broken
PROM000437,ACC00032,A005,2024-02-13,1409.29,2024-02-12,Pending
PROM000438,ACC00721,A008,2025-07-21,190.1,2025-08-24,Fulfilled
PROM000439,ACC00116,A007,2025-08-07,1309.66,2025-09-29,Broken
PROM000440,ACC00116,A007,2024-11-11,2631.59,2025-09-30,Fulfilled
PROM000441,ACC00252,A004,2025-06-02,3175.19,2024-02-11,Pending
PROM000442,ACC00252,A007,2025-02-07,1242.24,2024-08-04,Broken
PROM000443,ACC00640,A009,2024-06-17,3673.59,2024-11-07,Fulfilled
PROM000444,ACC00112,A004,2024-02-09,1462.97,2025-06-20,Broken
PROM000445,ACC00177,A005,2024-10-30,1161.37,2025-10-20,Broken
PROM000446,ACC00177,A007,2025-09-19,1665.37,2025-10-07,Pending
PROM000447,ACC00325,A001,2025-09-14,1113.41,2024-02-06,Broken
PROM000448,ACC00353,A009,2025-07-15,3484.34,2024-01-19,Fulfilled
PROM000449,ACC00102,A006,2025-03-03,507.51,2025-05-22,Broken
PROM000450,ACC00342,A008,2025-08-12,298.63,2025-01-20,Fulfilled
PROM000451,ACC00687,A001,2025-04-03,3814.39,2024-08-03,Fulfilled
PROM000452,ACC00056,A009,2024-04-28,3653.02,2025-02-11,Pending
PROM000453,ACC00553,A009,2024-01-19,1246.82,2024-08-23,Pending
PROM000454,ACC00103,A001,2024-07-03,494.48,2025-07-16,Fulfilled
PROM000455,ACC00103,A007,2024-09-15,1601.72,2024-11-29,Fulfilled
PROM000456,ACC00080,A006,2025-03-25,954.24,2024-08-25,Fulfilled
PROM000457,ACC00738,A008,2025-03-27,1639.18,2025-02-16,Broken
PROM000458,ACC00746,A008,2024-06-14,3187.94,2025-08-21,Fulfilled
PROM000459,ACC00746,A006,2025-08-21,244.79,2024-11-12,Broken
PROM000460,ACC00379,A008,2025-07-31,566.96,2025-10-25,Broken
PROM000461,ACC00176,A008,2024-08-13,466.79,2024-04-01,Broken
PROM000462,ACC00176,A003,2025-03-10,1592.35,2024-02-07,Pending
PROM000463,ACC00176,A005,2024-03-25,1846.41,2024-09-28,Pending
PROM000464,ACC00065,A005,2024-12-06,3087.64,2024-02-07,Pending
PROM000465,ACC00065,A005,2025-01-13,3877.33,2024-07-08,Fulfilled
PROM000466,ACC00636,A007,2025-05-27,2980.31,2025-10-10,Fulfilled
PROM000467,ACC00636,A010,2024-10-19,3212.83,2025-01-12,Fulfilled
PROM000468,ACC00798,A005,2024-08-12,2420.25,2025-04-19,Broken
PROM000469,ACC00652,A004,2025-03-14,3261.28,2024-05-18,Fulfilled
PROM000470,ACC00488,A006,2025-03-30,2970.18,2024-09-09,Broken
PROM000471,ACC00488,A007,2024-11-15,109.48,2024-06-26,Pending
PROM000472,ACC00490,A005,2024-10-15,1802.58,2025-11-06,Broken
PROM000473,ACC00490,A007,2024-10-03,2805.79,2024-01-04,Broken
PROM000474,ACC00169,A006,2024-07-14,1431.8,2024-10-16,Fulfilled
PROM000475,ACC00695,A007,2024-07-21,2907.5,2024-05-26,Pending
PROM000476,ACC00609,A002,2024-07-31,3466.05,2025-06-30,Fulfilled
PROM000477,ACC00609,A001,2025-01-03,2344.99,2024-12-18,Fulfilled
PROM000478,ACC00692,A003,2024-05-15,3478.46,2025-10-05,Fulfilled
PROM000479,ACC00542,A009,2025-01-11,2590.59,2025-02-15,Pending
PROM000480,ACC00299,A003,2024-10-07,2818.78,2025-10-24,Pending
PROM000481,ACC00324,A004,2025-04-27,901.54,2024-03-14,Fulfilled
PROM000482,ACC00759,A008,2024-07-07,2165.04,2025-11-03,Broken
PROM000483,ACC00025,A003,2024-09-11,1860.08,2024-06-04,Fulfilled
PROM000484,ACC00417,A007,2025-02-23,1811.97,2024-05-08,Fulfilled
PROM000485,ACC00413,A009,2025-09-21,3453.68,2024-12-09,Pending
PROM000486,ACC00523,A008,2024-10-26,2596.64,2025-01-29,Broken
PROM000487,ACC00531,A010,2024-10-28,1229.16,2025-08-20,Broken
PROM000488,ACC00375,A008,2024-07-17,1451.65,2024-03-15,Fulfilled
PROM000489,ACC00375,A007,2025-05-21,1694.59,2024-06-09,Pending
PROM000490,ACC00128,A006,2025-09-10,996.65,2024-01-05,Pending
PROM000491,ACC00028,A003,2025-03-25,223.82,2025-10-23,Broken
PROM000492,ACC00028,A004,2024-03-18,3509.75,2025-02-10,Fulfilled
PROM000493,ACC00190,A005,2025-09-03,260.8,2024-01-16,Fulfilled
PROM000494,ACC00747,A002,2025-06-30,2651.32,2024-08-14,Fulfilled
PROM000495,ACC00635,A007,2024-04-08,1670.98,2025-06-08,Fulfilled
PROM000496,ACC00635,A007,2025-07-07,627.17,2024-01-12,Fulfilled
PROM000497,ACC00233,A009,2024-05-02,3362.54,2025-09-03,Fulfilled
PROM000498,ACC00513,A004,2025-09-21,380.65,2025-10-21,Pending
PROM000499,ACC00513,A004,2024-12-28,2297.13,2024-10-09,Broken
PROM000500,ACC00512,A005,2024-04-06,3255.57,2025-01-03,Broken
PROM000501,ACC00234,A007,2025-08-16,3122.11,2024-03-27,Fulfilled
PROM000502,ACC00234,A003,2024-01-13,1019.15,2025-05-27,Fulfilled
PROM000503,ACC00682,A003,2024-03-02,1700.55,2024-10-23,Fulfilled
PROM000504,ACC00035,A008,2024-06-27,2253.56,2024-05-26,Fulfilled
PROM000505,ACC00035,A006,2025-09-11,508.59,2024-05-14,Fulfilled
PROM000506,ACC00035,A007,2025-07-17,3850.5,2024-05-29,Pending
PROM000507,ACC00529,A007,2024-09-07,588.95,2024-12-11,Fulfilled
PROM000508,ACC00760,A008,2024-10-23,3392.97,2024-02-03,Fulfilled
PROM000509,ACC00556,A003,2025-05-23,2865.48,2025-10-29,Fulfilled
PROM000510,ACC00556,A010,2025-06-20,1962.69,2024-03-06,Fulfilled
PROM000511,ACC00396,A006,2025-03-08,293.51,2025-06-27,Fulfilled
PROM000512,ACC00204,A007,2025-03-04,2272.9,2025-07-19,Fulfilled
PROM000513,ACC00486,A008,2024-06-16,3819.89,2024-04-26,Fulfilled
PROM000514,ACC00486,A008,2025-04-27,422.75,2024-07-19,Fulfilled
PROM000515,ACC00078,A010,2024-07-21,139.05,2025-08-15,Fulfilled
PROM000516,ACC00146,A006,2024-06-07,3397.52,2024-01-27,Pending
PROM000517,ACC00146,A001,2025-02-04,1981.27,2024-06-30,Fulfilled
PROM000518,ACC00535,A006,2024-10-18,3581.97,2025-05-19,Fulfilled
PROM000519,ACC00535,A009,2025-04-04,3388.15,2025-09-30,Broken
PROM000520,ACC00438,A004,2024-03-05,2178.5,2024-08-24,Fulfilled
PROM000521,ACC00438,A004,2024-12-04,774.39,2024-06-27,Fulfilled
PROM000522,ACC00319,A002,2024-06-27,1257.19,2024-12-01,Fulfilled
PROM000523,ACC00150,A005,2024-09-11,2008.28,2025-07-17,Broken
PROM000524,ACC00150,A002,2025-01-11,2072.85,2024-10-25,Fulfilled
PROM000525,ACC00408,A008,2024-11-14,2229.7,2025-01-04,Broken
PROM000526,ACC00278,A005,2025-10-06,3038.73,2025-08-10,Fulfilled
PROM000527,ACC00310,A004,2025-02-24,1964.36,2025-09-05,Pending
PROM000528,ACC00672,A006,2025-01-09,2222.2,2025-10-25,Fulfilled
PROM000529,ACC00468,A008,2025-01-04,3015.94,2024-02-09,Fulfilled
PROM000530,ACC00183,A004,2025-09-23,550.72,2025-08-18,Fulfilled
PROM000531,ACC00183,A002,2024-05-28,3195.04,2024-04-07,Broken
PROM000532,ACC00183,A001,2025-01-06,1202.74,2025-08-24,Broken
PROM000533,ACC00082,A010,2024-04-22,1740.05,2025-01-18,Broken
PROM000534,ACC00744,A001,2024-02-19,453.48,2024-03-26,Fulfilled
PROM000535,ACC00371,A001,2024-07-23,3411.91,2024-08-01,Fulfilled
PROM000536,ACC00371,A007,2025-03-21,312.78,2024-06-19,Pending
PROM000537,ACC00307,A003,2024-03-20,3066.08,2025-02-01,Broken
PROM000538,ACC00259,A002,2024-08-20,1242.06,2024-08-24,Fulfilled
PROM000539,ACC00122,A002,2024-06-08,1953.9,2024-07-13,Fulfilled
PROM000540,ACC00122,A010,2025-04-04,1250.9,2024-05-03,Broken
PROM000541,ACC00122,A002,2025-04-21,2454.52,2024-09-13,Fulfilled
PROM000542,ACC00260,A010,2025-01-05,3594.35,2024-01-30,Broken
PROM000543,ACC00260,A006,2024-01-12,1710.97,2024-01-06,Pending
PROM000544,ACC00258,A007,2024-08-26,3991.2,2025-10-14,Fulfilled
PROM000545,ACC00087,A007,2025-01-12,1030.66,2024-03-30,Broken
PROM000546,ACC00003,A001,2024-04-22,685.28,2024-09-02,Broken
PROM000547,ACC00366,A002,2025-06-23,311.86,2025-01-20,Broken
PROM000548,ACC00038,A010,2025-03-09,753.68,2024-01-23,Fulfilled
PROM000549,ACC00543,A002,2025-04-01,2690.74,2025-03-26,Fulfilled
PROM000550,ACC00062,A006,2025-01-11,847.41,2025-04-27,Fulfilled
PROM000551,ACC00142,A008,2025-05-22,2806.98,2025-10-01,Pending
PROM000552,ACC00301,A002,2024-12-22,1332.04,2024-06-16,Fulfilled
PROM000553,ACC00301,A009,2025-04-20,2419.63,2025-06-19,Broken
PROM000554,ACC00240,A002,2025-02-14,1961.67,2025-07-21,Pending
PROM000555,ACC00240,A002,2024-04-18,465.1,2024-11-20,Pending
PROM000556,ACC00774,A009,2024-09-26,1315.84,2024-04-28,Fulfilled
PROM000557,ACC00778,A002,2024-11-08,3669.7,2025-03-02,Fulfilled
PROM000558,ACC00568,A008,2025-03-30,3593.24,2024-03-17,Pending
PROM000559,ACC00568,A001,2024-09-27,2761.33,2024-04-04,Broken
PROM000560,ACC00568,A006,2025-02-15,2653.15,2025-09-03,Fulfilled
PROM000561,ACC00630,A001,2025-05-02,3581.85,2024-01-06,Fulfilled
PROM000562,ACC00295,A002,2024-04-02,1899.88,2025-05-19,Fulfilled
PROM000563,ACC00295,A001,2025-01-31,542.09,2024-04-16,Fulfilled
PROM000564,ACC00046,A002,2025-04-07,2692.2,2024-08-06,Broken
PROM000565,ACC00046,A002,2025-06-18,1874.8,2025-10-08,Pending
PROM000566,ACC00126,A007,2024-09-07,1494.86,2024-11-21,Broken
PROM000567,ACC00547,A010,2024-09-22,348.92,2024-01-13,Fulfilled
PROM000568,ACC00547,A007,2024-11-20,2918.91,2024-10-24,Pending
PROM000569,ACC00611,A003,2025-03-24,3422.02,2025-07-20,Pending
PROM000570,ACC00611,A005,2024-03-17,902.52,2024-05-05,Fulfilled
PROM000571,ACC00780,A002,2024-06-25,3361.24,2024-11-06,Pending
PROM000572,ACC00780,A005,2024-09-16,2669.63,2025-04-29,Fulfilled
PROM000573,ACC00644,A009,2024-05-27,668.84,2024-10-08,Pending
PROM000574,ACC00644,A005,2024-08-22,592.55,2024-03-04,Broken
PROM000575,ACC00644,A009,2024-03-16,1120.67,2024-03-22,Fulfilled
PROM000576,ACC00181,A002,2025-06-14,2548.86,2025-09-03,Pending
PROM000577,ACC00226,A007,2024-06-01,1624.55,2024-08-31,Fulfilled
PROM000578,ACC00563,A006,2025-05-22,834.47,2024-10-20,Fulfilled
PROM000579,ACC00514,A005,2024-04-10,2363.9,2025-03-19,Broken
PROM000580,ACC00514,A006,2024-11-18,2617.74,2024-01-10,Fulfilled
PROM000581,ACC00514,A004,2024-10-21,1955.64,2024-04-15,Fulfilled
PROM000582,ACC00071,A005,2024-04-16,2598.99,2024-08-17,Broken
PROM000583,ACC00071,A001,2024-09-04,3791.27,2025-10-09,Fulfilled
PROM000584,ACC00071,A001,2025-07-10,2592.0,2025-09-04,Pending
PROM000585,ACC00261,A007,2025-08-13,308.7,2024-11-24,Broken
PROM000586,ACC00086,A005,2025-06-23,515.26,2024-08-20,Pending
PROM000587,ACC00549,A008,2025-10-11,1295.12,2024-10-11,Broken
PROM000588,ACC00549,A004,2025-05-25,1547.37,2024-09-03,Fulfilled
PROM000589,ACC00361,A010,2025-09-15,1963.48,2025-04-25,Fulfilled
PROM000590,ACC00361,A006,2024-04-06,709.32,2025-11-11,Fulfilled
PROM000591,ACC00385,A008,2024-09-04,3208.37,2024-03-19,Broken
PROM000592,ACC00385,A001,2024-11-23,3201.13,2024-02-19,Fulfilled
PROM000593,ACC00385,A002,2024-08-07,2121.52,2025-04-30,Fulfilled
PROM000594,ACC00199,A005,2025-07-24,2612.63,2025-08-09,Broken
PROM000595,ACC00199,A001,2025-09-27,1377.45,2025-01-02,Fulfilled
PROM000596,ACC00623,A008,2024-12-28,3694.63,2024-02-03,Broken
PROM000597,ACC00623,A005,2024-06-05,1842.96,2025-05-29,Fulfilled
PROM000598,ACC00291,A004,2025-02-11,2989.94,2025-06-01,Fulfilled
PROM000599,ACC00336,A007,2025-10-12,3765.64,2024-06-25,Fulfilled
PROM000600,ACC00336,A005,2024-04-07,237.41,2024-04-02,Broken
PROM000601,ACC00606,A009,2025-01-25,2619.72,2024-06-30,Broken
PROM000602,ACC00606,A009,2025-09-18,3987.89,2024-01-27,Broken
PROM000603,ACC00337,A004,2024-02-25,447.22,2025-02-07,Broken
PROM000604,ACC00337,A002,2024-05-05,1895.36,2024-06-02,Pending
PROM000605,ACC00551,A003,2025-09-09,3136.18,2024-05-22,Pending
PROM000606,ACC00363,A003,2024-08-02,1384.36,2024-09-04,Pending
PROM000607,ACC00363,A001,2025-05-12,3315.8,2025-05-25,Fulfilled
PROM000608,ACC00628,A007,2024-08-07,580.82,2025-06-15,Pending
PROM000609,ACC00628,A005,2024-06-28,458.52,2025-04-16,Broken
PROM000610,ACC00743,A008,2024-06-27,835.65,2025-05-23,Broken
PROM000611,ACC00722,A005,2025-05-18,801.6,2024-08-26,Broken
PROM000612,ACC00068,A005,2024-11-12,822.03,2024-06-03,Fulfilled
PROM000613,ACC00068,A008,2025-03-25,1117.53,2025-08-31,Fulfilled
PROM000614,ACC00397,A010,2025-06-04,1221.2,2025-04-11,Fulfilled
PROM000615,ACC00157,A006,2024-12-03,982.28,2025-08-03,Fulfilled
PROM000616,ACC00288,A009,2024-01-03,2017.62,2025-08-11,Fulfilled
PROM000617,ACC00288,A005,2025-09-14,2718.48,2025-09-13,Fulfilled
PROM000618,ACC00689,A008,2024-08-03,680.95,2025-04-16,Broken
PROM000619,ACC00298,A002,2025-10-03,597.87,2024-04-11,Fulfilled
PROM000620,ACC00152,A002,2024-09-02,1033.58,2024-11-24,Fulfilled
PROM000621,ACC00098,A004,2024-04-19,1554.53,2024-01-31,Broken
PROM000622,ACC00344,A007,2024-02-15,3899.95,2024-07-01,Pending
PROM000623,ACC00344,A005,2024-10-12,2874.72,2025-06-21,Pending
PROM000624,ACC00382,A003,2024-06-23,807.3,2024-08-04,Fulfilled
PROM000625,ACC00382,A004,2024-06-23,2142.52,2024-02-04,Broken
PROM000626,ACC00677,A010,2025-04-30,1287.19,2024-03-01,Pending
PROM000627,ACC00770,A009,2024-04-17,3902.29,2024-09-11,Broken
PROM000628,ACC00713,A010,2025-03-26,760.88,2025-06-15,Fulfilled
PROM000629,ACC00532,A009,2024-04-24,824.63,2025-03-10,Pending
PROM000630,ACC00712,A010,2024-02-25,915.65,2025-06-12,Fulfilled
PROM000631,ACC00627,A008,2024-04-19,3385.56,2025-10-01,Fulfilled
PROM000632,ACC00656,A004,2025-09-04,2207.22,2025-07-11,Broken
PROM000633,ACC00040,A004,2024-10-11,2220.55,2025-10-27,Fulfilled
PROM000634,ACC00370,A005,2024-08-01,2341.97,2025-04-01,Fulfilled
PROM000635,ACC00452,A001,2024-11-09,1814.52,2025-01-10,Fulfilled
PROM000636,ACC00448,A004,2024-01-16,3681.05,2024-01-16,Fulfilled
PROM000637,ACC00800,A004,2025-06-03,3677.16,2025-06-15,Fulfilled
PROM000638,ACC00745,A001,2024-04-13,2704.22,2024-05-07,Broken
PROM000639,ACC00479,A009,2025-08-01,3970.49,2025-10-29,Broken
PROM000640,ACC00479,A009,2024-02-29,1193.3,2024-05-19,Broken
PROM000641,ACC00321,A009,2025-07-20,1996.68,2024-06-18,Pending
PROM000642,ACC00175,A007,2025-04-20,3103.56,2024-03-12,Pending
PROM000643,ACC00703,A008,2024-08-28,3110.04,2024-08-09,Broken
PROM000644,ACC00613,A007,2025-03-02,931.34,2025-05-20,Fulfilled
PROM000645,ACC00678,A002,2024-04-02,2902.67,2024-04-12,Broken
PROM000646,ACC00678,A010,2024-04-05,1396.32,2024-04-16,Pending
PROM000647,ACC00678,A008,2024-08-13,901.69,2024-01-27,Broken
PROM000648,ACC00579,A004,2024-07-13,2001.9,2024-09-18,Broken
PROM000649,ACC00047,A004,2025-04-22,1994.02,2024-01-09,Broken
PROM000650,ACC00047,A007,2025-10-08,480.34,2025-10-29,Fulfilled
PROM000651,ACC00358,A005,2024-05-20,3941.37,2024-02-22,Pending
PROM000652,ACC00189,A002,2024-05-12,1625.5,2024-02-16,Broken
PROM000653,ACC00305,A007,2025-04-04,2279.63,2024-11-01,Fulfilled
PROM000654,ACC00305,A006,2025-05-04,336.42,2024-09-06,Fulfilled
PROM000655,ACC00412,A010,2024-12-02,193.9,2024-05-17,Broken
PROM000656,ACC00674,A008,2024-08-12,2534.66,2025-01-28,Pending
PROM000657,ACC00674,A008,2024-05-02,3947.79,2024-05-12,Fulfilled
PROM000658,ACC00228,A009,2024-02-05,3269.55,2025-09-28,Fulfilled
PROM000659,ACC00228,A006,2025-09-11,2811.76,2024-01-24,Pending
PROM000660,ACC00228,A009,2024-11-24,484.99,2024-01-12,Pending
PROM000661,ACC00264,A005,2025-02-28,1182.95,2025-07-06,Pending
PROM000662,ACC00264,A008,2025-03-21,3995.7,2024-11-30,Pending
PROM000663,ACC00544,A008,2025-07-05,1127.81,2024-03-22,Pending
PROM000664,ACC00544,A005,2024-07-08,316.57,2024-02-04,Pending
PROM000665,ACC00073,A006,2025-01-05,3700.64,2024-03-27,Pending
PROM000666,ACC00073,A005,2024-11-29,137.52,2025-03-05,Broken
PROM000667,ACC00073,A007,2024-06-27,2619.36,2024-02-19,Fulfilled
PROM000668,ACC00107,A001,2025-09-07,3706.55,2025-09-03,Broken
PROM000669,ACC00107,A005,2024-01-25,3469.97,2024-03-14,Fulfilled
PROM000670,ACC00393,A009,2024-02-04,303.44,2024-12-23,Broken
PROM000671,ACC00334,A005,2024-01-20,3155.37,2025-08-07,Fulfilled
PROM000672,ACC00334,A009,2024-10-05,1103.79,2025-03-19,Fulfilled
PROM000673,ACC00187,A001,2024-01-14,187.74,2024-02-11,Pending
PROM000674,ACC00187,A005,2025-02-26,2530.75,2024-09-17,Pending
PROM000675,ACC00187,A005,2025-01-29,2954.01,2025-06-25,Broken
PROM000676,ACC00303,A007,2025-03-27,173.81,2024-12-25,Fulfilled
PROM000677,ACC00639,A005,2025-07-18,1645.63,2025-08-17,Broken
PROM000678,ACC00639,A001,2024-05-17,424.31,2024-11-19,Fulfilled
PROM000679,ACC00639,A008,2024-07-16,2449.51,2025-06-27,Fulfilled
PROM000680,ACC00197,A002,2024-04-01,3191.22,2025-06-03,Fulfilled
PROM000681,ACC00197,A006,2025-01-28,333.53,2024-12-27,Fulfilled
PROM000682,ACC00008,A001,2025-01-11,1302.27,2025-08-02,Fulfilled
PROM000683,ACC00008,A008,2024-04-21,3485.27,2024-12-12,Pending
PROM000684,ACC00786,A007,2024-03-13,2766.67,2025-05-24,Fulfilled
PROM000685,ACC00786,A007,2025-05-07,3524.57,2025-05-10,Pending
PROM000686,ACC00786,A004,2024-04-13,3129.88,2025-10-02,Fulfilled
PROM000687,ACC00590,A007,2024-09-10,1940.06,2024-05-04,Broken
PROM000688,ACC00454,A009,2024-11-10,1090.52,2025-01-19,Fulfilled
PROM000689,ACC00714,A006,2025-01-23,3068.21,2025-08-30,Fulfilled
PROM000690,ACC00791,A005,2025-09-13,427.59,2024-07-03,Fulfilled
PROM000691,ACC00791,A002,2025-07-09,3480.56,2024-08-21,Fulfilled
PROM000692,ACC00327,A005,2024-09-04,3772.73,2025-03-30,Broken
PROM000693,ACC00327,A010,2024-10-12,3286.38,2025-05-19,Pending
PROM000694,ACC00236,A006,2025-08-15,3918.62,2025-04-13,Broken
PROM000695,ACC00016,A010,2024-09-29,3970.57,2024-11-02,Pending
PROM000696,ACC00485,A007,2024-01-06,1425.05,2025-08-11,Broken
PROM000697,ACC00348,A004,2025-07-11,3539.68,2024-09-18,Pending
PROM000698,ACC00348,A005,2025-08-16,2285.36,2024-06-07,Broken
PROM000699,ACC00055,A008,2025-05-30,3032.58,2025-05-21,Broken
PROM000700,ACC00055,A008,2025-05-04,1730.44,2025-02-10,Broken
PROM000701,ACC00569,A008,2025-08-08,2171.41,2025-04-26,Pending
PROM000702,ACC00536,A010,2024-10-07,488.5,2024-05-31,Fulfilled
PROM000703,ACC00118,A009,2024-05-05,2329.43,2025-03-09,Fulfilled
PROM000704,ACC00662,A007,2025-03-21,3038.84,2025-04-13,Fulfilled
PROM000705,ACC00367,A004,2024-03-24,3587.1,2025-08-25,Fulfilled
PROM000706,ACC00367,A003,2024-06-16,1435.8,2025-01-24,Pending
PROM000707,ACC00272,A007,2025-09-17,3472.22,2024-08-03,Fulfilled
PROM000708,ACC00272,A006,2025-05-23,1739.8,2024-01-16,Broken
PROM000709,ACC00525,A006,2024-11-22,3398.29,2025-08-11,Fulfilled
PROM000710,ACC00525,A010,2025-03-22,2643.26,2024-08-05,Broken
PROM000711,ACC00274,A005,2025-03-01,3437.31,2025-05-11,Fulfilled
PROM000712,ACC00274,A002,2025-04-01,1159.6,2025-05-03,Pending
